company_name,job_title,employment_type,salary_text,incentive_text,location,job_url,crawl_date,raw_text,search_keyword,channel
株式会社ギークリー,Geekly（ギークリー）新卒採用サイト,,,,,https://www.geekly.co.jp/recruit/new-graduate/,2026-07-02,"27年度新卒採用

ENTRY
採用TOP
コーポレートサイト
プライバシーポリシー
BUSINESS
キャリアアドバイザー(CA)
リクルーティングアドバイザー(RA)
マーケティング(MA)
リアルケース
PEOPLE
ストーリー
インタビュー
ABOUT
代表メッセージ
パーパス・バリュー
制度・環境
数字で見るギークリー
RECRUIT
募集要項
求める人物像
エントリー
MESSAGE
なぜギークリーは顧客から選ばれ続けているのか？
WHY Geekly?
Realize（気付き）を
生み出す技術

ギークリーはサービス品質の高さによって、
個人や企業から選ばれ続けてきました。
「本当にやりたいことは何なのか」
「事業成長のためにどんな人材が必要か」
人や企業が、本当に変わるために必要な
「気付き」を生み出す。
ギークリーは、「気付き」を生み出す技術を、
研磨し進化させ続けています。

IT採用のインフラを
Realize（実現）する

ギークリーは人材紹介業界の中で、
「IT業界」に特化することで専門性を磨き、
高い品質を担保し、成長を遂げてきました。
目指すのはこの国のIT採用のインフラ。
成長意欲の高い人、
ポテンシャルの高い企業を結びつけることで、
日本のIT産業の発展に貢献します。

代表が語るRealize
CEO MESSAGE
株式会社ギークリー
代表取締役
奥山 貴広
VIEW MORE
数字で見るギークリー
ギークリーを利用して採用した方の
入社後活躍率

2022年5月現在

ギークリーを利用して転職した方の
6か月以内の離職率

2022年8月現在

希望のIT職種への
転職成功割合

2023年6月現在

VIEW MORE
OUR BUSINESS OUR BUSINESSOUR BUSINESSOUR BUSINESSOUR BUSINESSOUR BUSINESS

入社後約1か月の初期研修を実施し、その後本人の希望と適性を加味して各部署への配属を行っています。
配属後は各部署内で研修が行われます。

マーケティング(MA)



「企業が欲しい人材を集め、




企業を成長させること」が




マーケティング担当者の使命です。

キャリアアドバイザー(CA)


「求職者の交渉力を高め、




好機を提供すること」が




キャリアアドバイザーの使命です。

リクルーティングアドバイザー(RA)


「企業の交渉力を高め、




企業を成長させること」が




リクルーティングアドバイザーの使命です。

REAL CASE
リアルケース

ギークリーの強みを活かし、
顧客価値に向き合ってきた
リアルな仕事エピソード

STYLE & SYSTEM STYLE & SYSTEMSTYLE & SYSTEMSTYLE & SYSTEMSTYLE & SYSTEMSTYLE & SYSTEM

ギークリーは、企業経営をする上でパーパス・バリューを大切にしています。
また、パーパス・バリューを実現するために、制度や環境を整えています。

パーパス・
バリュー
制度・環境
STORY STORYSTORYSTORYSTORYSTORY

なぜギークリーに入社し、何を実現しようとしているのか。
社員のRealize story。

求めたのは、
圧倒的成長環境

リクルーティングアドバイザー(RA) 2021年入社

小川 蓮 OGAWA Ren

Realizeするために、
一番大切なこと

大阪オフィス 責任者 2020年入社

田上 雄大 TAGAMI Yudai

INTERVIEW INTERVIEWINTERVIEWINTERVIEWINTERVIEWINTERVIEW

新卒・中途、各職種、それぞれの仕事の魅力と
ギークリーの魅力を語るインタビュー。

Previous
キャリアアドバイザー(CA)

ホテルマンが次の舞台に選んだのはキャリアアドバイザー。第二新卒のキャリアで飛び込んだワケ

人事

22年入社でMVPを複数獲得、若手が活躍するギークリーの圧倒的成長環境

マーケティング(MA)

新卒2年目でメディア立ち上げを経験、WEBマーケティング責任者が語るチームの魅力

キャリアアドバイザー(CA)

トレンドの変化の早い業界と共に個としての価値を高めていく

リクルーティングアドバイザー(RA)

大手からベンチャーへの挑戦、営業未経験の私が入社半年でMVPをとれた理由

キャリアアドバイザー(CA)

ホテルマンが次の舞台に選んだのはキャリアアドバイザー。第二新卒のキャリアで飛び込んだワケ

人事

22年入社でMVPを複数獲得、若手が活躍するギークリーの圧倒的成長環境

マーケティング(MA)

新卒2年目でメディア立ち上げを経験、WEBマーケティング責任者が語るチームの魅力

キャリアアドバイザー(CA)

トレンドの変化の早い業界と共に個としての価値を高めていく

リクルーティングアドバイザー(RA)

大手からベンチャーへの挑戦、営業未経験の私が入社半年でMVPをとれた理由

キャリアアドバイザー(CA)

ホテルマンが次の舞台に選んだのはキャリアアドバイザー。第二新卒のキャリアで飛び込んだワケ

Next
RECRUIT RECRUITRECRUITRECRUITRECRUITRECRUIT

ギークリーは、一緒に働く仲間を募集しています。

募集要項
求める人物像
WE ARE HIRING! WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!
ENTRY
WE ARE HIRING! WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!WE ARE HIRING!

27年度新卒採用

採用TOP
BUSINESS
キャリアアドバイザー(CA)
リクルーティングアドバイザー(RA)
マーケティング(MA)
リアルケース
ABOUT
代表メッセージ
パーパス・バリュー
制度・環境
数字で見るギークリー
PEOPLE
ストーリー
インタビュー
RECRUIT
募集要項
求める人物像
エントリー
コーポレートサイト
プライバシーポリシー
Copyright © Geekly Co., LTD. All Rights Reserved",SES営業,geekly
